REGION,DEPARTEMENT,COMMUNE,Lieu du vote,Bureau,Electeurs,Implantation
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,TAWFEKH,1,95,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,TAWFEKH,2,91,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,1,561,CLASSE CM2
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,2,561,CLASSE CM1
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,3,561,CLASSE CI B
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,4,561,CLASSE CI A
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,5,561,CLASSE CE2
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,6,561,CLASSE CE1 A
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,7,562,CLASSE CP A
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,8,562,CLASSE CP B
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,9,562,SALLE 1DAARA MALIKA
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,10,561,DAARA MALIKA SALLE 2
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,11,561,DAARA MALIKA SALLE 3
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,12,561,DAARA MALIKA SALLE 4
DAKAR,KEUR MASSAR,MALIKA,ECOLE MALIKA MONTAGNE,13,561,DAARA MALIKA SALLE 5
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,1,596,CLASSE CI
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,2,596,CLASSE CP
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,3,596,CLASSE CM1
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,4,596,CLASSE CE 1
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,5,596,CLASSE CE2 A
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,6,595,CLASSE CE 2 B
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,7,596,CLASSE 5EM COLLEGE
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,8,596,CLASSE 6EM COLLEGE
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,9,596,CLASSE 2EM COLLEGE
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,10,595,CLASSE 4EM COLLEGE
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,11,597,ECOLE CITE SONATEL S1
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,12,596,ECOLE CITE SONATEL S 2
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,13,597,ECOLE CITE SONATEL S 3
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,14,597,ECOLE CITE SONATEL S 4
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,15,596,ECOLE CITE SONATEL S 5
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,16,597,ECOLE CITE SONATEL S 6
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,17,596,ECOLE CITE SONATEL S 7
DAKAR,KEUR MASSAR,MALIKA,ECOLE PRIVEE SANKA,18,597,ECOLE CITE SONATEL S 8
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,1,584,CLASSE CP B
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,2,584,CLASSE CI A
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,3,584,CLASSE CI B
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,4,584,CLASSE CM2 A
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,5,584,CLASSE CM2 B
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,6,583,CLASSE CM1 A
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,7,584,CLASSE CM1 B
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,8,584,CLASSE CE2 A
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,9,585,CLASSE CPA
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,10,585,CLASSE CE 2 B
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,11,585,CLASSE CE 1 A
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,12,585,CLASSE CE 1 B
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,13,585,CLASSE CP C
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,14,585,CLASSE CI C
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,15,585,SALLE 15
DAKAR,KEUR MASSAR,MALIKA,ECOLE SEYDI ANTA GADIAGA,16,585,SALLE 16
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,1,557,SALLE 1
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,2,557,SALLE 2
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,3,557,SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,4,558,SALLE 4
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,5,558,SALLE 5
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,6,557,SALLE 6
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,7,557,SALLE 7
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,8,557,SALLE 8
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,9,557,SALLE 9
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,10,557,SALLE 10
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,11,557,SALLE 11
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,12,557,SALLE 12
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,13,558,SALLE 13
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,14,558,SALLE 14
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,15,558,SALLE 15
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,16,558,SALLE 16
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,17,558,SALLE 17
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,18,558,SALLE 18
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,19,558,SALLE 19
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,20,558,SALLE 20
DAKAR,KEUR MASSAR,YEUMBEUL NORD,C.E.M. MOMAR MAREME DIOP,21,558,SALLE 21
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,1,566,SALLE 1
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,2,567,SALLE 2
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,3,567,SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,4,567,SALLE 4
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,5,567,SALLE 5
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,6,566,SALLE 6
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,7,566,SALLE 7
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,8,567,SALLE 8
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,9,567,SALLE 9
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,10,567,SALLE 10
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,11,567,SALLE 11
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,12,567,SALLE 12
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,13,567,SALLE 13
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,14,567,SALLE 14
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,15,567,SALLE 15
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE ABDOULAYE DIOP,16,567,SALLE 16
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE BATAILLON DE LA MARINE,1,314,CLASSE CE1 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE BATAILLON DE LA MARINE,2,313,CLASSE CE1 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE BATAILLON DE LA MARINE,3,313,CLASSE CM1 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,1,575,LYCEE DE YEUMBEUL SALLE 1
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,2,575,LYCEE DE YEUMBEUL SALLE 2
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,3,575,LYCEE DE YEUMBEUL SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,4,574,LYCEE DE YEUMBEUL SALLE 4
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,5,574,LYCEE DE YEUMBEUL SALLE 5
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,6,575,LYCEE DE YEUMBEUL SALLE 6
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,7,575,LYCEE DE YEUMBEUL SALLE 7
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,8,575,LYCEE DE YEUMBEUL SALLE 8
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,9,575,LYCEE DE YEUMBEUL SALLE 9
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE DAROU SALAM BENE BARAQUE,10,575,LYCEE DE YEUMBEUL SALLE 10
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,1,550,ECOLE MAHFOUSSE B. EX M.R. CE1 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,2,550,ECOLE MAHFOUSSE B. EX M.R. CM1 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,3,549,ECOLE MAHFOUSSE B EX. M.R. CM2 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,4,549,ECOLE MAHFOUSSE B. EX M.R. CE1 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,5,550,ECOLE MAHFOUSSE B EX. M.R. CE2 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,6,550,ECOLE MAHFOUSSE B. EX M.R. CE2 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,7,550,ECOLE MAHFOUSSE B. EX M.R. CP A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,8,549,ECOLE MAHFOUSSE B. EX M.R. CI A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,9,550,ECOLE MAHFOUSSE B EX M.R. CM1 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE MALIKA RECEPTEUR,10,550,ECOLE MAHFOUSSE B EX M.R. CM2 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,1,564,ECOLE PRIVEE GAINDE SALLE 1
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,2,564,ECOLE PRIVEE GAINDE SALLE 2
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,3,564,ECOLE PRIVEE GAINDE SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,4,564,ECOLE PRIVEE GAINDE SALLE 4
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,5,564,ECOLE PRIVEE GAINDE SALLE 5
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,6,564,ECOLE PRIVEE GAINDE SALLE 6
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,7,564,ECOLE PRIVEE GAINDE SALLE 7
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,8,564,ECOLE PRIVEE GAINDE SALLE 8
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,9,564,ECOLE PRIVEE GAINDE SALLE 9
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,10,565,ECOLE PRIVEE GAINDE SALLE 10
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,11,564,ECOLE PRIVEE GAINDE SALLE 11
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,12,565,ECOLE PRIVEE GAINDE SALLE 12
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE FRANCO ARABE,13,565,ECOLE PRIVEE GAINDE SALLE 13
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,1,539,SALLE 1A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,2,540,SALLE 5A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,3,540,SALLE 6 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,4,540,SALLE 9 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,5,540,SALLE 2 B ANNEXE
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,6,540,SALLE 5 B ANNEXE
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,7,540,SALLE 6 B ANNEXE
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,8,540,SALLE 7 B ANNEXE
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,9,540,SALLE 8
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE PRIVEE SEYDI DJIAMIL,10,540,SALLE 10
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,1,558,CLASSE CI A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,2,558,CLASSE CI B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,3,558,CLASSE CI C
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,4,557,CLASSE CP A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,5,558,CLASSE CP B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,6,558,CLASSE CP C
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,7,557,CLASSE CE1 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,8,558,CLASSE CE1 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,9,558,CLASSE CE1 C
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,10,558,CLASSE CM1 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,11,558,CLASSE CM1 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,12,557,CLASSE CM1 C
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,13,557,CLASSE CM2 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,14,557,CLASSE CM2 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,15,557,CLASSE CM2 C
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,16,557,CLASSE CE2 A
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,17,558,CLASSE CE2 B
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,18,558,CLASSE CE2 C
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,19,558,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL NORD,ECOLE YEUMBEUL 3 SOTRAC,20,558,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,1,568,SALLE 1
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,2,568,SALLE 2
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,3,568,SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,4,568,SALLE 4
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,5,568,SALLE 5
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,6,569,SALLE 6
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ANNEXE ECOLE KHALIFA ABABACAR SY,7,569,SALLE 7
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,1,561,CLASSE CI A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,2,560,CLASSE CI B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,3,561,CLASSE CP A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,4,561,CLASSE CP B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,5,561,CLASSE CE2 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,6,561,CLASSE CE2 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,7,561,CLASSE CM1 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,8,561,CLASSE CM1 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,9,561,CLASSE CM1 C
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,10,561,CLASSE CE1 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,11,562,CLASSE CE1 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,CENTRE D ETAT CIVIL YEUMBEUL,12,561,CLASSE CM2
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,1,591,CLASSE CM1 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,2,591,CLASSE CM1 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,3,591,CLASSE CE1 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,4,591,CLASSE CE1 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,5,591,CLASSE CM2 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,6,591,CLASSE CM2 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,7,591,CLASSE CE2 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,8,591,CLASSE CI A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,9,591,CLASSE CE2 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,10,591,CLASSE CP A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,11,591,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,12,591,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,13,591,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,14,590,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,15,591,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MADY NDIAYE,16,590,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOMAR KHARY DIOP,1,572,SALLE 01
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOMAR KHARY DIOP,2,572,SALLE 03
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOMAR KHARY DIOP,3,572,SALLE 05
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOMAR KHARY DIOP,4,572,SALLE 06
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOMAR KHARY DIOP,5,572,SALLE 07
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOMAR KHARY DIOP,6,573,SALLE 08
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,1,589,SALLE 16
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,2,589,SALLE 15
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,3,589,SALLE 14
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,4,589,SALLE 13
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,5,589,SALLE 12
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,6,589,SALLE 10
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,7,589,SALLE 9
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,8,589,SALLE 8
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,9,589,SALLE 7
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,10,590,SALLE 6
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,11,590,SALLE 5
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,12,589,SALLE 4
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,13,589,SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,14,589,SALLE 1
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,15,590,SALLE 2
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,16,590,SALLE 17
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE MOUSSE ANTA DIOP,17,590,SALLE 18
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,1,587,PRESCOLAIRE G SECTION
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,2,587,CLASSE CI B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,3,587,CLASSE CI A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,4,587,CLASSE 3EME B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,5,587,CLASSE 4EME B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,6,587,CLASSE CE2 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,7,587,CLASSE CE1 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,8,587,CLASSE CM1 B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,9,587,CLASSE CM2 A
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,10,588,SALLE 3
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,11,588,CLASSE CP B
DAKAR,KEUR MASSAR,YEUMBEUL SUD,ECOLE PRIVEE MAMADOU NDIONE,12,588,CLASSE CE1 A
